NS 10000
ROOT 2148
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6221
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8445
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4160
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7334
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5278
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8465
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1858
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5471
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2086
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8425
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1975
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5378
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3878
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7653
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4160
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6520
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4387
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6243
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7254
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3936
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5151
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7272
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5132
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5438
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2148
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7271
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3810
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1716
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6322
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3259
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7611
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2887
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7414
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1875
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3076
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1077
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4140
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4387
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3037
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5411
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2748
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1916
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1075
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8643
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5131
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3919
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2147
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3039
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4269
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5438
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2167
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8762
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4247
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7653
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6142
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6222
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2945
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3878
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4960
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8443
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1075
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8444
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4969
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2925
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4988
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7633
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3839
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5350
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6222
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7312
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2867
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7273
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7570
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7650
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8483
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4320
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5470
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2749
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6581
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8721
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6242
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3116
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8483
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2926
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1656
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5278
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3839
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6221
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5211
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8762
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8461
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7632
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6320
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6322
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5112
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3819
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4161
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7414
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4388
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6420
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2889
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2888
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8423
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2148
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3076
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7334
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8383
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2165
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7431
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7631
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1617
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6420
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5110
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5212
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3839
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1776
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5438
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2926
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1938
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8662
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3116
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2187
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6261
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7473
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6420
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4161
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7434
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4989
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4161
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2966
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7631
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4360
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1075
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2087
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6389
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5310
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5478
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4988
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3037
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8723
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1855
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6460
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2728
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2188
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8545
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5251
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1714
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3138
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8683
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5272
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6582
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1037
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2889
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8645
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2747
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7532
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8722
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2888
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3278
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1036
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1875
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2948
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5438
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4228
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3936
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5070
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2026
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6460
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4087
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3277
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6323
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4247
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6269
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6440
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2186
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4267
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3156
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7372
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6221
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7254
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1055
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6581
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5419
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6423
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7212
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8322
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2727
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6221
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5358
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7531
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2889
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2827
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5312
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7651
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4267
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1758
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8544
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3138
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5110
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 1936
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3839
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3136
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6243
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6142
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5158
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2948
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4181
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8383
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4047
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3939
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5138
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5378
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4267
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3056
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4161
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8384
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8682
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8545
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5372
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7612
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6481
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8681
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3976
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7611
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8545
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3850
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8421
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6389
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5411
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3919
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4949
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7610
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8645
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6160
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6389
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2767
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5471
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5271
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6389
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3217
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7314
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4087
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6383
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8721
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8665
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4269
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5358
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5132
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6469
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6440
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4988
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 4921
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7572
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5059
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3877
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 2969
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 8762
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7334
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 7470
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 5132
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 3117
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6483
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
ROOT 6221
UHF -5,+5,-6,+7
LHF -4,+3,-8,+9
PHF -6,+6,-7,+8
